order_id,customer_id,order_date,order_amount,status
c9487811-eee5-4e33-80e9-5e18f638fef5,cust-91,2026-06-01T19:59:23.475Z,397.41,pending
456d4266-c361-4e9a-8961-6034aeabfb66,cust-92,2026-03-24T13:47:14.876Z,488.97,processing
8075d563-433d-45c1-a933-063a65795277,cust-93,2026-04-16T14:45:09.222Z,447.80,shipped
57f20c9c-5cf5-445a-a53c-0994c15f4cea,cust-94,2026-05-17T22:12:01.547Z,192.89,delivered
f27ffae2-658f-47b7-9ba8-317bff97c34a,cust-95,2026-05-14T12:44:33.432Z,309.57,cancelled
29aa7189-7f0b-4ea5-ba50-e4686530ca9c,cust-96,2026-06-01T03:13:33.292Z,302.41,refunded
7951493e-9e1d-4747-b5fc-d18a6b82c55b,cust-97,2026-04-10T13:42:53.928Z,320.20,pending
093936b9-99c1-4174-b5b2-0ce87176b66c,cust-98,NOT-A-DATE,258.55,processing
0d7ac5a7-845f-4528-98a5-11a147625b5e,cust-99,2026-04-24T18:17:09.118Z,380.71,shipped
20afbc91-05c0-4bb2-9427-39aa6c311489,cust-100,2026-06-24T04:02:36.796Z,363.38,delivered
698c5b01-4565-415a-a5fb-b0ee9e2a3437,cust-101,2026-06-01T07:29:11.660Z,231.47,cancelled
3d74fe85-a3de-4658-a119-9af59d4f270d,cust-102,2026-04-26T06:52:52.368Z,417.52,refunded
d419a0d3-7c6a-4664-b972-a2aac832e87a,cust-103,2026-06-13T01:26:45.067Z,261.78,pending
e8d5aa7a-79a0-49e6-85c2-bda3dab2c3db,cust-104,2026-05-15T08:38:22.363Z,298.82,processing
8ca19941-04d4-4834-accf-76676fa20fcf,cust-105,2026-06-16T09:37:33.154Z,421.45,shipped
e0f2dd47-a604-4624-8cb0-b63fd380a632,cust-106,2026-05-05T04:05:34.989Z,116.11,delivered
4a849eee-6ff5-4428-9476-e21f4b970a10,cust-107,2026-04-12T00:55:48.851Z,172.54,cancelled
bc37a8ff-d595-47e5-a311-9fc70b16f125,cust-108,2026-06-22T19:28:08.599Z,373.94,refunded
a03ff21c-d961-4c04-826c-83e827392b28,cust-109,2026-06-14T17:02:00.765Z,34.73,pending
03632e6f-869e-4208-a5d6-cd308d5e0144,cust-110,2026-04-13T05:57:15.154Z,322.27,processing
73b0b89e-32bd-4eb0-9e08-8564c5c83ff4,cust-111,2026-05-10T23:25:14.095Z,409.54,shipped
199737c9-a7ea-4982-95c1-7f41a25b1c2c,cust-112,2026-06-24T06:01:18.996Z,272.72,delivered
7f798998-268a-46ba-9585-0d8cff30c1b4,cust-113,2026-04-03T16:26:15.563Z,222.37,cancelled
27359fea-f331-40ab-bc7a-101e510b0f04,cust-114,2026-03-19T05:56:34.090Z,266.28,refunded
91bfafb4-4060-46be-8752-8f1e4cb44ea2,cust-115,2026-05-10T01:16:26.069Z,304.83,pending
af8200c5-09a5-4f8a-81b1-c6b845ab7376,cust-116,2026-05-30T01:54:50.388Z,137.57,processing
3c2b2775-aaf3-4cec-9c9b-b0aed4fc1862,cust-117,2026-03-11T01:53:19.243Z,58.39,shipped
2cf68039-8cfe-42d1-abd7-8ca2b5a84a1e,cust-118,2026-06-02T10:41:55.777Z,182.04,delivered
31cfa690-c634-4231-98e0-1357b026775e,cust-119,2026-05-22T21:53:18.589Z,389.89,cancelled
f6c14ad5-b8c8-472d-b387-4a17153ef1b2,cust-120,2026-06-27T13:42:13.691Z,455.18,refunded
1d54501f-f535-448d-8757-e4ad85d7d5de,cust-121,2026-06-02T00:20:56.925Z,412.24,pending
2c97e80b-6469-4014-b467-a7fd9977933f,cust-122,2026-06-23T04:09:27.241Z,91.26,processing
2276f56e-1e12-4b2a-89f8-08936ce9e024,cust-123,2026-06-27T01:04:44.481Z,228.36,shipped
8fa0a332-d799-4096-a754-37334b5a5036,cust-124,2026-03-26T09:53:51.969Z,451.36,delivered
84a29c60-2d82-419c-a842-c467ab0158cf,cust-125,2026-03-30T15:59:48.558Z,475.84,cancelled
10d2014e-b49b-4fc3-9573-cd15098d1e8e,cust-126,2026-06-28T01:56:12.472Z,31.55,refunded
cc9479ed-ac04-4730-8b39-d23c37ed3b05,cust-127,2026-05-11T01:36:40.991Z,482.46,pending
bc50ee6c-5831-4f26-a25b-963b451ab42d,cust-128,2026-07-01T05:15:38.616Z,387.96,processing
0cd25591-0906-42a9-b14f-69dfe4256fde,cust-129,2026-03-17T21:00:06.088Z,22.16,shipped
06e5ad53-0faf-4ae2-aa43-c2aab9605706,cust-130,2026-06-11T10:03:35.866Z,115.74,delivered
8b75ddb2-8bb5-48fc-b1a3-e855c3e4d2cb,cust-131,2026-03-26T05:08:46.506Z,351.01,cancelled
59be3429-db07-4f54-bd83-c738597ba9cc,cust-132,2026-04-08T03:15:33.596Z,395.46,refunded
cfae6dcb-186d-4410-992c-e528487419b5,cust-133,2026-04-17T11:54:57.137Z,319.10,pending
8f0f0f01-e73f-417f-af07-2733e1a43239,cust-134,2026-05-05T16:31:53.473Z,37.17,processing
19c0018a-246a-4507-bf70-0f8e9696306c,cust-135,2026-05-06T19:30:46.937Z,303.04,shipped
dc32e899-a37f-4ecf-be51-f59ecc9ed572,cust-136,2026-03-30T00:20:22.949Z,317.51,delivered
6a84f26c-e699-49d4-9c5a-2740debd5aac,cust-137,2026-03-11T04:56:01.050Z,397.76,cancelled
7b3091bf-0a77-46dc-83fe-707bcdd8e6ca,cust-138,2026-03-23T07:39:04.367Z,24.16,refunded
ff7f216e-5992-4a47-b3e3-224c7cfe78ba,cust-139,2026-04-21T17:12:48.318Z,166.88,pending
9f58ee3d-2b34-493b-8a06-eb5a3443ad39,cust-140,2026-07-03T21:20:19.996Z,490.19,processing
c306aecb-2388-4601-8e19-0cc8729c9647,cust-141,2026-06-11T01:48:13.419Z,379.99,shipped
e3245ec9-2c93-4f59-8cc2-256a202d5952,cust-142,2026-06-13T19:01:43.439Z,183.73,delivered
8633c1e0-adf9-470b-8f20-dd96173c441d,cust-143,2026-06-13T01:42:04.197Z,262.56,cancelled
98920b3c-1343-4eea-9b2d-b4757349ddfb,cust-144,2026-04-28T21:14:19.465Z,2.51,refunded
47584150-0047-4ebc-b25d-001b321e2be4,cust-145,2026-04-24T16:26:01.555Z,248.75,pending
c60f8d08-f3d5-4135-b6f0-353134650397,cust-146,2026-04-01T14:50:59.854Z,214.84,processing
7e2406af-c122-419e-bb08-a69f9335120f,cust-147,2026-03-24T13:56:25.766Z,317.32,shipped
338407d2-2b5d-4381-a7bd-a19567709da4,cust-148,2026-06-03T05:11:43.244Z,317.79,delivered
820f1828-15b3-4355-9c75-055607980c24,cust-149,2026-03-31T23:18:36.076Z,223.29,cancelled
e1966692-8b11-4648-8014-91ee47b4a704,cust-150,2026-03-11T12:13:29.952Z,64.04,refunded
11e17d95-222b-4c22-b6f4-bd8b88c22549,cust-151,2026-06-15T14:55:59.335Z,229.13,pending
620008e9-0dfa-4da8-a6fa-8b0998422bc1,cust-152,2026-05-03T06:30:44.147Z,52.88,processing
4104be04-f982-4f1a-ae97-2a84f78b335a,cust-153,2026-03-22T17:44:19.000Z,416.33,shipped
6feb3056-b4ed-40e7-8474-1703402e0ec4,cust-154,2026-04-17T20:15:27.201Z,254.76,delivered
e7300df1-bdad-474f-b47e-9c7be235e9d4,cust-155,2026-05-04T02:36:06.220Z,166.95,cancelled
3cae56c1-3ff3-4700-9cdf-012d3134f3ce,cust-156,2026-06-28T16:43:38.866Z,164.62,refunded
0cacc9d2-35a3-4cfe-912a-5dae696d62f6,cust-157,2026-06-12T16:18:42.347Z,146.34,pending
4a2b3a32-0f7d-4867-82d9-f743041c8176,cust-158,2026-04-17T02:23:13.247Z,322.61,processing
017ab02a-6655-40b3-948c-9a61e3a7c5c3,cust-159,2026-03-19T13:45:35.166Z,149.83,shipped
08b4ec48-6667-4450-a33f-32eec7d093b6,cust-160,2026-04-09T01:49:50.891Z,276.35,delivered
b78cb29d-45fb-469f-9865-d6da4e38face,cust-161,2026-05-03T06:31:29.618Z,190.42,cancelled
095a0914-320c-4891-a2d8-8a044f57f2ec,cust-162,2026-03-19T19:24:24.974Z,489.55,refunded
86714d5d-dcc4-496b-8751-f799ca0acd07,cust-163,2026-06-22T22:42:21.240Z,373.39,pending
dd3d32d1-742d-4550-ae37-4bf0525acf05,cust-164,2026-05-02T10:45:46.127Z,126.27,processing
b6d6f85a-efaa-4b51-93a5-5b559f91b841,cust-165,2026-06-26T09:57:38.641Z,227.22,shipped
7df9216c-1bab-4996-8e10-1068cdf2e82e,cust-166,2026-03-12T08:23:25.740Z,394.28,delivered
37920639-3c42-4cad-9e83-340237b692be,cust-167,2026-06-09T09:01:11.409Z,163.60,cancelled
609eebe5-a54c-4e81-bc21-ab056dbaa258,cust-168,2026-03-10T22:09:31.938Z,353.72,refunded
1911fcef-5df2-4c02-9a1c-113cbabd7422,cust-169,2026-05-31T19:08:41.040Z,142.99,pending
05c930f9-a436-4fd4-9c4e-eacd02c638b7,cust-170,2026-06-09T21:49:05.566Z,475.22,processing
dee2d352-30a5-4d5c-9da5-b3b73f4f8d74,cust-171,2026-06-09T14:10:13.292Z,307.48,shipped
03913f68-e899-4da3-98bc-fd3ca4a68bd0,cust-172,2026-04-11T16:20:17.559Z,49.91,delivered
b844a7dd-6b51-4c6f-be89-5ed5f8d0427b,cust-173,2026-06-09T12:03:46.050Z,484.62,cancelled
5df5b92c-9b35-4bde-baa1-414c290705ce,cust-174,2026-05-08T17:38:29.520Z,479.53,refunded
b1e2f564-e0ad-4c23-b50d-0996284ced9f,cust-175,2026-06-27T03:10:01.285Z,475.42,pending
e3400099-58a3-43e8-ae60-5c1be82b6938,cust-176,2026-06-30T18:32:55.142Z,217.84,processing
8c5cda07-9016-49db-82be-ff76973c40a4,cust-177,2026-06-19T05:55:02.699Z,346.50,shipped
27a39e0c-48ca-4e51-8020-957b81ad73c8,cust-178,2026-04-24T20:35:35.443Z,7.91,delivered
d0e16c46-e653-417b-bc6d-0ff94377619c,cust-179,2026-03-13T14:22:08.555Z,171.05,cancelled
535f3cee-a389-4ebd-938a-c51016d27443,cust-180,2026-03-13T05:20:15.475Z,395.05,refunded
56e69791-36ea-4c4a-b8d0-d19873f92357,cust-181,2026-06-23T10:17:25.267Z,24.69,pending
697879d4-71ce-4fca-a328-cc3babab924f,cust-182,2026-05-13T23:43:16.866Z,379.22,processing
1ab76a1d-391e-4f93-8457-6a99f779e70b,cust-183,2026-06-29T13:32:31.614Z,25.06,shipped
88899202-52cd-4a9f-899c-8af80160c6ad,cust-184,2026-04-08T06:16:17.956Z,100.55,delivered
9f8b1203-773a-4149-9073-68f5b582b247,cust-185,2026-03-23T02:59:39.640Z,144.81,cancelled
e01537ec-fb87-4169-894a-7fafd6b79637,cust-186,2026-05-15T03:38:06.291Z,158.47,refunded
a8b1b480-9fe5-444f-8c01-b5380ea70ec2,cust-187,2026-05-31T18:26:17.769Z,384.41,pending
f1994af9-6266-4732-9602-4a8e5c86daa7,cust-188,2026-06-01T03:54:19.319Z,164.30,processing
91844f26-31a7-463a-97ee-ffefb3ffefcd,cust-189,2026-03-12T03:52:46.718Z,105.39,shipped
6039ef72-b8b8-4817-935d-b7bed6700acc,cust-190,2026-04-16T23:19:16.194Z,212.13,delivered
ecd72691-172a-4b54-b057-544a4e66b5d6,cust-191,2026-05-15T16:36:08.735Z,469.02,cancelled
79b6bb4e-a086-4565-852b-a8137b1e4230,cust-192,2026-04-17T04:36:29.380Z,227.76,refunded
a0d18964-efb4-47f9-9637-c5d670d9ace3,cust-193,2026-03-20T13:01:24.798Z,60.97,pending
cec7d32e-e432-4146-908c-bca4561e9c12,cust-194,2026-03-27T10:03:09.838Z,230.96,processing
f0162ec8-baf4-4582-a72f-3cc8bc72d3b3,cust-195,NOT-A-DATE,26.82,shipped
5ec18ed1-db14-4492-b9b3-4b6852609e00,cust-196,2026-06-13T22:08:01.583Z,16.77,delivered
0e97a021-f3d3-47f4-aedf-e4893e6e884b,cust-197,2026-06-01T23:55:05.116Z,272.40,cancelled
d9c628f9-2486-44f5-b9f5-891e1c130ef5,cust-198,2026-06-18T05:30:24.399Z,181.27,refunded
af2081bb-9361-4f02-8038-d1aea7ca5548,cust-199,2026-06-26T15:32:23.526Z,363.42,pending
07f92fda-0b72-4a16-8cb9-07c41a1e9c74,cust-200,2026-06-19T02:54:16.719Z,455.48,processing
bf1c0bda-64c7-44fb-aa4a-8bc8c36ff7e8,cust-201,2026-06-08T10:07:33.766Z,6.57,shipped
1f9863b2-49b2-4d0c-b001-f7e43a35dc2b,cust-202,2026-03-13T13:57:51.363Z,273.07,delivered
cbffbe2e-6e70-49bf-a13a-e4dab7f1f8c4,cust-203,2026-06-27T09:34:27.216Z,123.74,cancelled
6938abd7-e07b-48b0-a863-77d67621d418,cust-204,2026-06-30T16:33:37.458Z,365.38,refunded
25164fcf-65a3-45c4-a7ee-330508fa9a37,cust-205,2026-03-29T02:50:29.205Z,253.68,pending
5830c91a-0bd7-4194-9af1-616e68030c06,cust-206,2026-05-10T23:06:38.569Z,390.13,processing
5029a9ab-30af-45ee-9894-8084f59593f0,cust-207,2026-06-22T10:56:34.983Z,494.43,shipped
024318a3-e01c-4375-8897-1914b9d01c6b,cust-208,2026-05-31T19:51:25.619Z,131.19,delivered
f84ef5fa-19be-4da7-9345-fe0655808c91,cust-209,2026-06-06T16:12:27.608Z,301.49,cancelled
c5272b68-db61-4b8b-a98a-61a91c2555c8,cust-210,2026-05-19T17:12:57.246Z,6.16,refunded
52592548-1535-4c1e-9cdb-e8e4065c4e75,cust-211,2026-04-12T13:49:22.044Z,345.39,pending
45620175-6d02-486d-9796-3c70fded2f7b,cust-212,2026-05-31T10:51:46.445Z,211.67,processing
b03be4bb-df3f-438e-ad2e-24fc606dc760,cust-213,2026-04-30T23:36:28.197Z,335.83,shipped
32598769-1cdd-4c74-adf5-49677201e857,cust-214,2026-03-12T20:03:26.431Z,449.21,delivered
dc61eedd-f814-4460-9972-f8a648596e8b,cust-215,2026-05-29T04:30:24.387Z,214.47,cancelled
7eac1eaa-ff01-4651-b233-97364a179c1b,cust-216,2026-04-18T02:10:47.807Z,170.46,refunded
9f2c775c-10c0-4ce4-a373-cbfc6d19068d,cust-217,2026-03-26T17:12:13.828Z,299.85,pending
e0682a4c-698e-4c05-83b8-ebde3af95d77,cust-218,2026-04-02T13:45:41.526Z,78.58,processing
516c73b0-586f-42c6-98e3-0af0e0412136,cust-219,2026-07-01T03:05:26.415Z,112.99,shipped
4a377509-c92f-47cc-9bf2-0780fe8c4958,cust-220,2026-03-25T04:45:52.645Z,122.37,delivered
197b0f12-ebfd-4237-9a58-ca2de5f35e8a,cust-221,2026-06-12T12:26:40.598Z,468.28,cancelled
9a76ee8a-4d04-4ac6-ad2b-c206b8987d88,cust-222,2026-06-03T14:24:52.801Z,147.57,refunded
ac8f8309-066c-4d28-b36c-172179ae9210,cust-223,2026-03-22T23:22:21.924Z,78.80,pending
a4a4376e-a855-4101-b432-7226a08b750e,cust-224,2026-06-22T05:43:14.254Z,66.68,processing
00327e7e-f63b-4e77-a214-d1d72ac95c19,cust-225,2026-04-18T00:12:05.986Z,80.28,shipped
48b69f5d-fa62-447a-83e4-c897ace9dc9d,cust-226,2026-05-21T00:13:52.103Z,495.57,delivered
9b9a9f5b-8b5b-4ceb-918f-763e88ed36a7,cust-227,2026-04-04T08:13:39.328Z,400.77,cancelled
2cf11896-b4ca-48bc-a7f3-23e55a9f3af8,cust-228,2026-04-23T05:21:14.157Z,368.45,refunded
c8266d4e-e775-4d70-8792-64a5d2d377fc,cust-229,2026-04-02T23:06:07.600Z,196.79,pending
757ecade-9084-4a5b-bd63-ce18f24876b3,cust-230,2026-03-23T11:57:43.655Z,152.78,processing
51d61854-da16-43bf-8f4c-c1dbd379d6fb,cust-231,2026-04-10T06:59:25.465Z,174.26,shipped
dc911566-8d1e-4fd7-aa00-68b8b35f97b1,cust-232,2026-03-15T08:43:19.998Z,339.84,delivered
045ca8da-c625-4002-a4b0-5a3e5757585e,cust-233,2026-03-20T03:36:35.871Z,406.59,cancelled
498a30fe-3519-4501-8cf1-d14e1f3eb523,cust-234,2026-03-20T08:22:19.218Z,128.52,refunded
322c8aa9-e0d6-4f7f-90d0-30020300a324,cust-235,2026-03-23T18:34:50.031Z,54.17,pending
21b8ddab-1f3a-41c7-907e-7adabad54254,cust-236,2026-06-15T04:13:10.537Z,494.03,processing
ce30119c-2d82-4720-a109-3e687a36ad16,cust-237,2026-05-08T17:23:48.598Z,290.08,shipped
d62446ec-bd11-4f50-a671-bccd8460ee4d,cust-238,2026-05-01T16:55:27.822Z,88.32,delivered
02f8ddf9-5c63-4982-82c7-e7142233fb0f,cust-239,2026-04-05T20:22:19.763Z,388.01,cancelled
fe2264f0-881b-4aed-b33c-19c4990167f0,cust-240,2026-03-23T17:49:09.879Z,152.25,refunded
5a734418-219b-4cb0-bb82-7c475b4d15a9,cust-241,2026-04-02T05:06:56.165Z,459.24,pending
32405789-16ae-4563-8fb7-1242787d20ac,cust-242,2026-05-21T07:59:55.751Z,391.75,processing
2d930d09-4413-4b68-847f-bad092f9fcaf,cust-243,2026-03-14T11:02:08.280Z,350.90,shipped
635024be-ab1c-488f-b0fb-cef538b3a2a7,cust-244,2026-03-16T17:22:52.964Z,16.06,delivered
a2892c28-c904-4b9c-883b-7d6a4d3d5577,cust-245,2026-04-08T15:13:12.535Z,352.66,cancelled
cf25bbfd-cb9c-4cff-a769-c7e920648ffa,cust-246,2026-04-11T04:51:22.055Z,467.41,refunded
